Year,acadpr01,birthyr,carede01,cocurr01,commute,enrlment,enter,envadm,envcompt,envdivrs,envevent,envnacad,envschol,envsocal,envsuprt,envstu,envfac,fathredu,mothredu,gnanaly,gncitizn,gncmpts,gncommun,gndivers,gnethics,gngenled,gninq,gnothers,gnprobsv,gnquant,gnself,gnspeak,gnwork,gnwrite,internat,livenow,race05,sex,social01/social05
2010,4,58,8,1,3,2,2,4,4,2,3,1,3,1,3,6,5,6,2,4,3,4,3,3,2,3,3,4,3,4,3,4,4,4,1,3,4,2,2
2010,5,88,1,1,3,2,1,2,2,2,2,1,3,1,2,5,3,6,2,3,1,2,1,1,2,3,3,2,2,3,2,2,2,2,1,3,4,1,4
2010,4,75,4,2,3,2,2,6,4,3,3,1,3,2,4,5,6,6,2,4,2,3,2,4,2,3,3,4,4,2,4,4,3,4,1,3,9,1,3
2010,4,81,5,1,2,2,2,4,4,2,2,1,3,2,2,6,6,6,2,3,1,3,2,2,2,3,2,2,3,3,2,2,2,2,1,3,4,1,3
2010,2,86,1,2,2,2,1,5,4,2,3,2,2,2,3,7,6,6,2,2,3,4,2,3,3,3,2,3,3,2,2,2,3,2,1,3,8,2,5
2010,3,88,1,2,2,2,1,5,2,2,3,2,2,2,4,6,4,6,2,4,1,3,1,1,3,4,2,2,1,3,2,3,2,4,1,3,4,1,4
2010,4,81,1,1,3,2,2,3,3,1,1,1,2,1,3,4,6,5,3,4,1,4,3,2,3,3,3,3,4,4,2,4,4,4,1,3,8,1,3
2010,7,87,1,1,2,2,1,4,3,3,3,1,3,2,3,6,5,5,3,3,4,4,4,4,4,4,4,4,4,3,4,2,4,4,1,2,4,1,5
2010,2,87,1,3,2,2,1,7,3,4,3,2,4,2,4,7,7,5,3,4,3,4,2,NA,4,2,4,4,2,4,3,4,4,3,1,2,4,2,3
2010,5,88,1,2,2,2,1,1,4,1,2,1,3,1,1,4,6,5,3,3,1,4,2,4,2,3,3,3,3,2,2,3,2,3,1,1,10,2,3
2010,2,84,1,2,3,1,2,3,3,2,1,1,3,1,2,6,5,5,3,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,3,4,1,2
2010,2,88,1,2,2,2,2,5,3,2,3,1,3,2,2,6,6,5,3,3,2,3,3,2,2,3,2,3,2,2,2,3,3,3,1,4,4,2,5
2010,4,87,1,2,2,1,1,5,3,2,2,2,3,3,3,7,6,5,3,4,1,3,3,2,3,3,4,4,4,4,3,3,2,3,1,2,3,1,6
2010,3,86,1,8,2,1,2,6,4,2,2,2,2,2,4,6,6,5,3,4,4,4,NA,4,3,4,4,4,4,4,4,4,4,4,1,2,4,1,5
2010,5,88,1,2,2,2,1,4,4,3,3,2,3,3,4,5,5,5,3,4,2,3,2,4,3,3,4,4,3,1,4,2,2,4,1,1,4,2,3
2010,3,87,1,3,2,2,1,5,4,3,4,2,3,2,3,6,5,5,3,3,2,4,2,3,2,3,2,2,2,3,2,2,2,2,1,1,4,2,3
2010,4,88,3,2,3,2,1,5,4,1,3,2,4,2,3,6,5,5,3,4,1,4,2,2,2,4,3,3,4,4,2,4,3,4,1,3,4,2,4
2010,8,88,1,3,2,2,1,3,4,3,3,2,4,2,3,6,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,2,2
2010,4,79,8,2,4,1,2,7,4,2,3,3,4,3,4,6,7,5,3,4,2,4,4,2,4,4,4,2,4,4,4,3,4,4,1,3,4,1,2
2010,3,85,1,2,2,2,1,6,3,4,3,2,4,3,4,6,5,5,3,3,1,3,2,2,1,3,2,3,2,4,1,2,2,2,1,1,3,1,3
2010,3,88,1,2,2,2,1,4,4,2,2,1,2,1,2,7,3,5,3,4,1,4,2,1,1,2,3,2,2,4,1,1,3,1,1,3,10,1,2
2010,2,88,1,3,2,2,1,5,2,2,2,1,4,1,3,7,6,5,3,4,2,2,3,3,3,4,3,3,3,3,3,3,4,3,1,2,4,1,2
2010,2,86,1,3,3,2,1,2,4,2,4,1,3,1,3,5,6,5,3,4,1,3,1,3,3,3,2,4,2,3,2,4,2,3,1,2,4,1,3
2010,6,84,5,1,2,2,1,7,4,1,3,1,3,2,2,7,6,5,3,2,1,2,1,2,2,2,2,1,1,2,1,1,2,3,1,3,4,2,5
2010,2,87,2,1,3,2,2,3,4,2,3,1,3,2,3,5,6,5,3,3,2,2,2,3,2,4,3,4,3,2,3,3,4,4,1,3,4,2,8
2010,2,85,1,1,2,1,2,3,3,1,2,1,4,1,2,6,5,5,3,2,2,1,1,1,1,2,1,3,1,1,1,1,3,1,1,3,4,2,5
2010,4,87,1,8,2,2,1,4,4,2,3,1,3,1,3,6,6,5,3,3,2,4,3,2,3,4,3,4,3,3,2,4,4,4,1,3,4,1,6
2010,3,88,1,5,3,2,1,6,4,2,3,2,3,3,3,7,5,5,3,3,2,3,3,2,4,4,4,4,3,2,3,3,4,3,1,3,4,2,4
2010,6,85,1,2,2,2,2,5,2,2,3,1,3,1,3,4,6,5,3,4,1,3,1,1,1,3,2,3,3,4,2,3,4,2,1,3,4,1,2
2010,5,88,1,1,2,2,1,4,4,2,2,1,3,2,3,6,5,5,3,3,2,3,2,2,1,4,2,3,2,3,1,3,2,4,1,3,4,2,3
2010,5,63,5,1,2,1,2,7,4,2,4,2,3,2,4,7,7,5,3,4,1,4,1,2,3,3,3,4,2,4,2,2,4,4,1,3,4,2,3
2010,4,87,1,3,3,2,1,3,4,1,3,1,2,2,3,7,5,5,3,4,1,3,1,3,2,3,3,4,2,2,3,4,2,3,1,1,4,2,4
2010,4,88,1,2,2,2,1,5,3,2,2,1,3,2,3,7,5,5,3,3,2,2,3,2,3,3,3,3,2,3,3,2,2,3,1,2,4,2,4
2010,4,87,1,3,2,2,1,2,4,1,1,1,4,1,2,6,3,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,8
2010,7,81,8,1,3,2,1,3,2,4,3,1,4,4,4,7,6,5,3,4,2,3,3,4,4,4,3,4,4,2,4,2,4,4,1,3,10,2,5
2010,5,87,1,3,2,2,1,7,4,2,4,2,3,3,3,7,6,5,3,3,1,4,3,2,2,4,4,4,3,4,3,3,4,3,1,3,4,2,2
2010,3,87,1,4,2,2,1,7,4,4,4,3,4,3,4,7,7,5,3,4,3,4,4,3,4,4,3,4,3,4,3,4,4,4,1,2,4,2,2
2010,2,88,1,2,2,2,1,5,4,4,3,2,3,3,3,7,5,5,3,4,2,4,3,3,2,4,2,4,4,4,2,3,4,3,1,1,4,2,3
2010,7,88,2,2,2,2,1,4,3,2,3,2,4,2,4,7,6,5,3,4,2,3,4,3,4,3,4,4,4,4,4,3,4,3,1,3,4,2,4
2010,5,85,1,2,3,2,1,4,4,2,4,2,3,3,2,6,6,5,3,4,1,3,1,2,1,2,2,3,3,3,1,3,4,2,1,3,3,1,3
2010,3,88,3,2,2,2,1,7,4,4,4,4,4,4,4,7,7,5,3,4,2,4,3,3,3,4,3,4,3,4,3,4,4,4,1,2,4,2,2
2010,4,87,1,1,2,2,1,5,3,1,2,1,3,2,3,4,6,5,3,2,1,2,2,2,2,3,2,3,2,1,3,2,3,1,1,3,4,1,5
2010,4,87,1,2,2,2,1,6,4,2,4,1,4,2,3,6,6,5,3,3,2,3,2,2,3,3,3,2,3,3,3,3,4,3,1,2,4,2,3
2010,5,87,1,6,2,2,1,5,3,3,3,3,3,3,3,7,5,5,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,4,2,3
2010,3,88,1,5,2,2,1,2,1,4,4,1,2,2,2,4,4,5,3,3,1,2,1,1,2,2,3,2,1,3,3,1,1,1,1,1,4,2,2
2010,3,88,8,2,2,2,1,2,4,2,3,2,4,2,2,6,4,5,3,2,1,2,1,1,1,4,4,1,1,3,1,2,1,2,1,3,4,2,2
2010,5,82,1,1,4,2,2,5,4,1,3,1,4,1,2,6,3,5,3,1,1,3,1,1,1,2,3,3,1,2,2,2,3,2,1,3,4,2,6
2010,4,87,1,2,2,2,2,4,3,1,2,1,3,1,1,4,4,5,3,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,4,1,2
2010,6,88,1,2,3,2,2,5,4,2,3,2,3,1,4,6,5,5,3,4,3,4,3,3,2,4,4,3,3,4,2,3,3,4,2,3,2,2,4
2010,4,87,1,2,2,2,1,4,4,4,2,1,4,1,3,6,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,2,4,2,3
2010,6,83,1,3,2,2,1,6,4,2,4,1,4,3,3,7,6,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,1,3,3,1,2
2010,3,87,2,3,2,2,1,4,4,2,4,2,3,3,3,6,6,4,4,4,1,4,3,3,4,4,3,4,4,4,2,4,4,4,1,3,4,2,2
2010,3,81,8,2,2,1,2,5,4,4,4,1,4,4,4,5,5,4,4,4,2,4,NA,3,3,4,4,4,4,4,3,4,4,4,1,3,4,1,3
2010,4,85,1,3,2,2,1,7,4,1,2,1,3,3,2,7,7,4,4,3,1,3,2,1,2,4,3,3,2,2,3,3,3,3,1,2,4,1,6
2010,8,86,1,1,2,2,1,4,4,4,2,2,4,2,3,6,4,4,4,4,2,4,2,4,3,3,4,4,4,4,4,3,3,3,1,3,4,2,3
2010,2,87,4,1,2,2,1,3,4,3,3,2,3,2,3,4,4,4,4,3,4,4,2,3,3,4,4,3,3,3,3,3,2,3,1,3,4,2,2
2010,2,87,1,8,2,2,2,6,2,4,4,4,2,3,3,6,7,4,4,4,2,3,3,4,3,4,3,4,4,2,4,4,4,4,1,4,4,1,4
2010,4,88,1,1,3,2,1,4,4,3,3,2,3,2,2,6,6,4,4,3,1,4,2,3,2,3,3,3,3,3,3,3,3,4,1,3,4,1,6
2010,5,87,1,3,2,2,1,6,3,2,3,1,3,1,3,5,5,4,4,3,2,4,2,3,3,3,3,3,3,3,3,2,4,3,1,3,4,2,4
2010,4,87,1,1,2,2,2,4,1,1,4,1,4,3,4,7,5,4,4,3,1,3,2,1,1,3,3,3,2,3,2,2,2,3,1,3,10,2,7
2010,5,70,1,1,2,2,2,3,3,2,3,1,3,2,1,6,4,4,4,2,1,3,2,1,3,2,3,3,1,3,3,3,2,2,1,3,7,1,2
2010,4,87,1,2,2,2,1,3,3,2,3,2,3,2,2,6,5,3,5,4,3,3,4,3,3,3,4,4,3,3,4,3,4,3,1,3,4,2,4
2010,4,88,1,3,3,2,2,3,3,3,4,1,3,1,4,4,6,3,5,4,1,NA,1,3,1,3,2,3,3,4,1,2,2,2,1,2,1,1,3
2010,4,88,1,4,3,2,1,6,4,4,4,2,2,2,3,7,5,3,5,4,1,4,2,4,4,3,2,4,2,2,3,4,2,2,1,3,4,2,4
2010,3,87,1,1,2,2,2,1,2,1,1,2,4,1,2,5,4,3,5,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,4,2,7
2010,6,88,5,4,1,2,1,6,3,3,3,3,4,4,4,6,6,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,2,5
2010,4,88,1,8,2,2,1,4,3,1,2,1,4,2,2,5,5,3,5,3,2,3,1,1,2,4,1,3,3,3,1,3,3,3,1,2,4,1,3
2010,4,87,1,1,2,2,2,6,3,2,3,2,3,1,2,4,NA,3,5,3,2,4,1,3,1,3,2,3,2,3,3,2,4,2,1,3,4,2,2
2010,7,87,1,3,2,2,1,4,4,2,3,1,3,2,3,7,5,3,5,3,1,3,2,2,2,3,3,3,2,2,2,3,4,4,1,2,4,2,3
2010,4,86,1,1,3,2,1,7,3,3,3,3,3,3,3,5,7,3,5,4,1,4,4,4,4,3,4,4,4,4,4,2,4,2,1,2,4,1,4
2010,8,63,5,1,2,2,1,4,4,1,2,1,4,1,2,4,4,3,5,2,2,4,1,2,1,4,2,2,2,2,2,2,1,4,1,3,4,1,2
2010,2,87,2,1,2,2,1,4,3,2,NA,1,4,NA,2,4,5,3,5,4,1,4,3,2,3,3,2,4,3,3,2,3,3,3,1,3,4,2,4
2010,3,87,1,2,2,2,1,6,3,2,3,2,1,2,2,7,7,3,5,3,4,3,4,4,3,4,4,3,3,3,4,2,2,3,1,2,4,2,5
2010,6,87,2,1,2,2,2,5,4,2,2,1,4,2,2,6,4,3,5,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,3,4,1,3
2010,7,88,1,3,2,2,1,7,4,3,4,2,4,4,4,7,7,3,5,4,2,4,3,3,3,4,4,4,4,4,3,4,4,3,1,1,4,2,2
2010,4,86,1,2,2,2,1,3,4,2,3,2,3,3,2,4,3,3,5,3,2,4,2,2,3,3,2,3,3,3,2,NA,3,3,1,3,3,1,5
2010,2,83,2,2,2,2,2,7,4,3,3,2,3,2,3,7,7,3,5,4,3,4,3,3,3,4,3,4,3,4,3,4,4,4,1,3,4,1,3
2010,2,87,1,2,2,2,1,2,2,2,2,1,1,1,2,6,3,3,5,2,1,2,1,2,3,2,1,2,2,2,3,2,1,2,1,3,4,2,8
2010,3,87,2,5,3,2,1,2,3,2,1,1,2,1,2,3,3,3,5,2,1,3,1,1,1,2,2,2,1,2,2,2,1,2,1,3,4,2,2
2010,4,88,4,2,2,2,1,4,4,1,4,1,3,2,2,4,5,3,5,3,2,4,2,1,1,4,2,2,1,3,3,3,2,3,1,3,4,2,3
2010,4,87,1,1,2,2,1,4,2,3,2,2,3,2,2,4,6,3,5,4,2,2,3,3,3,3,3,3,4,2,3,3,4,4,1,1,4,2,5
2010,2,78,1,2,3,1,2,4,4,2,3,2,1,2,2,5,5,3,5,1,1,3,2,1,1,2,2,2,1,2,2,2,2,2,1,3,4,1,3
2010,3,85,1,5,2,2,1,3,4,2,2,1,4,1,2,5,4,3,5,4,2,3,2,2,2,2,3,2,3,4,3,3,2,3,1,3,4,1,3
2010,3,88,1,6,2,1,1,5,4,3,4,1,2,2,3,6,3,2,6,4,2,4,4,3,3,3,4,4,4,4,4,1,4,1,1,3,3,1,4
2010,3,88,1,NA,2,2,1,5,3,3,3,3,3,3,3,6,5,2,6,3,2,3,2,3,4,3,3,3,3,3,4,3,3,3,1,3,3,2,2
2010,2,78,1,2,2,2,1,4,4,4,3,2,4,3,3,7,5,2,6,4,4,3,4,4,3,3,3,3,3,NA,3,3,4,3,1,3,4,1,3
2010,3,85,1,2,2,2,1,3,3,3,3,2,3,3,2,4,2,2,6,3,2,4,2,2,2,4,2,4,2,3,1,2,3,3,1,3,4,2,4
2010,3,71,1,1,4,1,NA,7,4,1,3,1,2,1,3,6,6,2,6,4,2,4,4,3,2,4,2,4,2,4,2,4,4,4,1,3,3,2,4
2010,3,87,1,3,2,2,1,4,3,1,3,1,4,2,3,7,5,2,6,3,4,4,3,3,3,4,4,3,3,4,4,3,4,3,1,3,4,2,3
2010,3,88,1,2,2,2,1,4,2,4,4,2,4,3,3,5,5,2,6,3,4,4,4,4,4,4,3,4,3,3,4,4,4,3,1,3,3,2,2
2010,7,86,1,2,2,2,1,3,4,1,1,1,4,1,2,6,5,2,6,2,1,3,3,1,1,2,2,3,2,2,2,1,3,1,1,3,4,1,3
2010,2,84,1,2,2,2,2,6,4,3,4,2,1,4,3,4,7,2,6,3,1,3,1,3,2,3,2,2,2,3,3,2,2,2,1,2,4,1,4
2010,8,87,1,2,3,2,1,5,4,1,4,1,4,2,4,6,7,2,6,4,2,3,4,4,4,4,4,4,4,2,4,4,4,4,1,2,4,1,5
2010,4,86,1,2,2,2,2,5,4,4,3,3,4,3,3,6,6,2,6,4,4,4,3,3,3,4,4,4,4,4,NA,NA,4,4,1,2,4,2,2
2010,2,88,1,1,4,2,1,6,4,3,3,2,3,2,4,6,6,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,2,3
2010,5,87,1,1,2,2,1,2,4,3,3,2,4,2,3,5,6,2,6,4,3,2,3,3,3,4,4,3,3,3,3,3,3,3,1,3,4,2,4
2010,4,84,1,1,2,1,1,2,3,1,2,1,1,1,1,4,3,2,6,2,2,3,1,1,1,2,2,2,1,2,2,2,1,2,1,3,3,2,2
2010,3,88,1,1,1,2,1,6,4,1,3,1,1,2,3,4,6,2,6,3,4,2,4,1,3,3,3,2,2,3,2,2,3,4,1,2,4,1,3
2010,2,86,1,1,3,2,2,7,3,2,1,2,3,3,1,5,2,2,6,2,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,3,4,1,2
2010,8,84,1,1,2,2,2,1,4,1,2,1,4,1,4,2,7,2,6,4,4,4,2,4,4,4,4,4,4,2,4,2,4,4,1,3,4,2,3
2010,3,88,1,3,2,2,1,5,4,2,2,3,4,3,3,6,6,1,7,3,2,3,2,2,3,3,3,4,3,3,3,4,2,3,1,3,4,2,4
2010,5,88,1,2,2,2,1,5,4,2,1,1,3,1,1,5,6,7,2,3,1,3,2,2,2,3,2,3,2,3,2,3,3,3,1,1,2,1,2
2010,5,88,4,1,2,2,1,3,4,2,3,1,3,2,3,3,5,6,3,4,3,4,1,2,1,3,4,3,1,2,3,3,2,3,2,3,2,1,3
2010,2,88,1,1,2,2,1,4,2,2,2,2,1,2,3,5,6,6,3,2,2,2,1,2,2,2,2,4,3,2,3,3,3,4,1,3,3,1,7
2010,2,65,8,1,2,1,2,7,2,3,2,1,2,1,2,5,7,6,3,2,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,3,4,1,4
2010,8,88,1,1,3,2,1,7,4,1,3,1,3,2,3,5,7,6,3,3,1,4,2,2,2,3,1,2,4,3,2,2,3,2,1,3,4,1,3
2010,8,85,1,2,2,2,2,7,4,3,2,1,4,1,2,6,4,6,3,4,1,4,2,1,1,3,1,3,1,2,1,3,2,2,1,3,4,1,2
2010,5,88,1,6,2,2,1,4,3,1,3,3,3,3,3,4,4,6,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,2,4
2010,3,87,1,1,2,2,1,2,3,3,3,2,3,2,3,2,2,6,3,3,3,3,2,2,2,3,3,3,2,2,2,2,3,3,1,1,4,2,7
2010,3,88,1,2,2,2,1,4,4,2,3,1,2,2,4,6,5,6,3,4,3,4,3,2,4,3,3,4,4,4,2,2,4,1,1,2,8,1,6
2010,2,86,1,2,2,2,1,7,4,2,4,2,4,1,4,7,7,6,3,4,1,4,1,1,2,3,3,4,3,4,1,2,2,3,1,3,4,1,4
2010,5,88,1,1,2,2,1,4,4,3,3,1,3,2,3,6,5,6,3,3,2,4,1,2,2,3,4,3,3,4,2,2,3,2,1,2,4,1,4
2010,5,87,2,2,2,2,1,6,3,3,3,3,3,3,3,6,6,6,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,3,3,1,2,4,2,4
2010,6,76,8,1,2,2,1,5,4,3,3,2,4,1,3,5,5,6,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,1,3,4,1,3
2010,8,86,1,4,3,2,1,5,3,1,3,1,2,2,2,6,7,6,3,3,1,3,3,1,3,3,2,4,1,3,3,1,3,2,1,3,4,1,5
2010,3,87,1,2,2,2,1,1,4,2,1,1,3,1,1,4,4,6,3,4,2,4,3,4,4,4,4,2,2,4,4,2,3,3,1,1,10,2,4
2010,5,87,1,2,3,2,1,5,4,4,2,2,4,2,4,7,5,6,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,1,3,4,2,7
2010,4,68,8,1,3,2,2,5,4,3,4,2,4,3,4,4,6,6,3,3,1,2,1,2,1,4,1,2,1,3,1,2,2,4,1,3,4,2,2
2010,3,77,1,1,2,2,2,2,4,2,2,1,3,1,2,3,4,6,3,2,1,3,1,2,1,3,2,1,1,2,1,2,2,2,1,3,8,2,5
2010,5,87,1,2,2,2,1,5,3,1,3,1,4,2,2,5,4,5,4,4,1,2,2,2,1,3,4,4,3,4,2,3,3,3,1,3,4,1,3
2010,3,88,1,5,2,2,1,6,3,2,1,2,4,1,3,6,5,5,4,4,2,2,4,3,4,4,3,4,3,4,4,3,4,3,1,3,4,2,2
2010,5,88,1,2,2,2,1,5,3,2,3,2,3,3,3,4,3,5,4,3,3,3,3,3,3,3,3,3,2,3,4,2,2,2,1,3,4,2,2
2010,3,86,1,3,2,2,1,5,4,3,3,2,4,3,4,7,6,5,4,4,1,4,2,2,2,4,3,4,4,3,3,3,4,3,1,2,4,2,5
2010,5,85,1,1,2,2,1,4,3,2,NA,2,3,1,2,5,4,5,4,3,2,2,2,2,2,3,3,2,3,NA,3,2,2,3,1,3,4,2,4
2010,2,86,1,3,2,2,1,5,4,2,4,1,3,1,1,5,2,5,4,4,1,4,1,1,2,3,3,3,2,4,1,2,2,2,1,2,4,1,3
2010,6,87,1,2,2,2,1,3,3,3,3,3,3,3,4,6,3,5,4,3,2,3,3,3,2,4,2,3,2,3,2,2,2,2,1,1,3,1,3
2010,4,86,1,1,3,2,1,5,3,1,2,2,3,2,1,3,5,5,4,3,1,3,1,1,1,1,3,2,3,4,2,2,1,2,1,2,4,1,3
2010,5,88,1,1,3,2,2,1,2,2,1,1,3,1,1,3,1,5,4,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,1,3,4,2,3
2010,3,87,1,1,2,2,1,6,3,2,2,2,3,2,3,6,6,5,4,3,2,3,2,2,3,2,3,3,3,3,3,3,2,3,1,3,4,2,2
2010,4,84,2,1,2,1,2,4,3,2,2,1,3,2,3,6,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,4,1,2
2010,2,88,2,4,2,2,1,2,4,3,4,1,3,1,2,6,4,5,4,3,3,4,3,4,4,4,3,4,3,3,4,3,2,4,1,3,4,2,5
2010,2,84,3,1,2,1,1,4,4,2,2,1,3,1,2,4,4,5,4,1,1,4,1,3,3,3,3,4,1,1,1,1,1,3,1,3,4,2,8
2010,3,87,1,1,2,2,1,2,4,1,4,1,2,1,2,5,6,5,4,4,1,4,4,2,3,2,2,3,3,4,2,2,3,3,1,3,10,1,2
2010,8,88,1,2,2,2,1,7,4,4,4,4,4,4,4,7,7,5,4,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,1,3,2,2,2
2010,2,87,2,1,2,2,1,3,2,1,2,1,3,1,2,4,3,5,4,3,2,3,2,1,2,3,2,4,2,2,2,2,1,2,1,3,4,1,5
2010,2,88,1,2,2,2,1,6,4,1,3,2,1,3,2,6,6,5,4,2,1,3,2,3,3,3,2,4,3,2,3,3,4,1,1,2,4,1,5
2010,6,87,1,2,2,2,1,5,4,3,3,2,4,3,3,6,6,5,4,4,2,3,2,3,3,3,4,3,4,2,4,2,4,2,1,3,4,2,3
2010,4,60,8,1,2,2,2,5,4,2,2,2,3,2,3,5,6,5,4,3,4,4,4,2,3,3,4,3,4,4,4,3,4,3,1,3,4,1,2
2010,3,86,1,2,2,2,1,5,4,3,4,1,4,2,3,7,6,5,4,4,1,4,3,2,3,4,2,4,3,4,2,3,3,3,1,3,4,1,8
2010,3,88,1,2,2,2,1,4,3,1,2,1,2,3,2,6,5,5,4,4,1,4,2,2,1,4,3,3,1,3,3,3,3,3,1,3,4,2,6
2010,7,88,1,2,2,1,1,5,4,2,4,2,3,2,3,6,5,5,4,4,3,4,4,4,4,4,4,3,4,4,4,3,3,3,1,3,4,2,5
2010,4,86,2,2,2,2,2,6,4,4,3,3,4,2,3,4,6,5,4,4,3,2,3,3,3,3,3,3,3,4,2,3,4,4,1,3,4,1,4
2010,3,87,1,4,3,2,1,6,4,4,2,3,2,2,3,7,7,5,4,4,2,4,3,2,4,4,3,4,4,4,3,4,3,4,1,3,4,1,3
2010,4,87,3,2,3,2,1,7,4,4,4,2,3,3,4,7,7,5,4,4,2,4,2,4,3,4,4,4,4,4,3,4,4,4,1,3,4,2,4
2010,5,87,1,1,2,2,2,2,4,2,3,1,4,2,3,6,5,5,4,3,1,3,2,2,1,3,3,1,2,NA,2,2,2,2,1,1,10,1,8
2010,5,88,1,3,2,2,1,4,4,3,3,3,3,2,3,6,6,5,4,3,3,4,3,4,3,4,3,4,4,3,4,3,3,3,1,3,4,1,3
2010,3,85,1,1,2,2,1,6,4,3,3,2,3,3,3,6,6,5,4,3,2,2,3,2,2,4,3,2,2,3,2,2,3,3,1,3,4,1,4
2010,2,87,3,2,3,2,1,5,4,1,4,1,3,1,3,4,7,5,4,4,1,3,1,1,3,3,2,4,3,1,3,4,4,3,1,3,4,2,3
2010,6,84,2,1,2,2,2,5,4,3,4,2,3,3,4,7,7,5,4,4,2,4,2,4,3,4,4,4,4,4,4,4,4,4,1,3,4,2,3
2010,3,87,1,2,7,2,1,4,4,3,1,2,NA,2,3,5,5,5,4,4,1,4,2,3,4,3,4,4,4,3,4,4,3,4,1,3,4,2,3
2010,2,87,1,3,2,2,1,5,3,2,3,2,2,2,3,7,6,5,4,2,1,2,3,2,3,3,2,3,2,2,2,3,3,3,1,2,4,2,2
2010,8,87,2,4,3,2,1,3,4,2,3,4,4,2,3,7,6,5,4,4,1,4,1,3,2,3,3,3,3,3,2,2,4,2,1,2,4,2,2
2010,7,88,1,2,2,2,1,5,3,3,4,2,4,3,4,6,4,5,4,4,3,4,2,3,4,4,4,4,4,4,4,4,4,4,1,3,4,1,3
2010,2,87,1,2,2,2,1,3,3,3,3,2,2,3,3,5,5,5,4,2,2,3,2,3,2,3,3,3,2,2,2,2,3,3,1,2,5,2,3
2010,2,87,1,2,3,2,1,2,4,2,3,3,4,2,4,6,6,4,5,4,2,3,2,2,3,4,4,4,4,4,3,4,4,4,1,2,4,1,3
2010,3,87,1,2,2,2,1,6,4,2,3,3,3,3,2,7,6,4,5,4,2,1,3,3,3,4,2,4,3,3,4,4,4,4,1,2,4,2,3
2010,4,87,1,3,3,2,1,3,3,2,3,2,3,2,2,5,3,4,5,3,2,2,2,3,3,3,3,2,2,3,3,2,1,2,1,1,4,1,3
2010,2,84,1,1,2,1,2,4,3,2,3,1,3,1,2,6,3,4,5,4,2,4,2,3,3,4,2,4,3,4,2,4,4,4,1,3,4,2,3
2010,5,88,1,3,3,2,2,4,3,3,3,3,3,3,3,4,4,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,1,3
2010,6,87,1,1,2,2,1,6,4,3,3,2,4,3,4,6,5,4,5,4,4,3,2,3,2,4,4,4,3,3,3,3,4,4,1,1,4,2,3
2010,5,56,8,1,5,2,2,3,3,1,2,1,2,1,2,5,3,4,5,1,1,2,1,1,1,3,1,1,1,1,1,2,3,2,1,3,4,2,2
2010,6,87,1,1,2,2,1,2,4,1,3,2,4,2,3,7,6,4,5,3,1,4,2,2,3,4,1,2,4,4,4,2,2,3,1,3,4,1,2
2010,3,87,1,1,2,2,1,5,NA,4,3,2,3,2,2,5,4,4,5,3,1,3,3,3,1,4,3,3,2,3,2,4,3,3,1,3,4,1,4
2010,7,88,3,1,3,2,2,3,2,2,1,1,3,1,1,4,4,4,5,2,1,2,1,2,1,2,2,1,2,2,NA,1,3,1,1,3,10,2,3
2010,4,87,1,3,2,2,1,3,4,1,3,2,2,1,4,5,3,4,5,2,1,3,4,2,2,3,3,3,2,3,3,2,3,2,1,3,4,2,5
2010,8,82,1,1,3,2,1,4,3,1,3,1,4,1,2,3,7,4,5,4,2,4,1,1,3,4,4,1,3,4,3,3,4,3,1,3,4,1,7
2010,5,87,2,4,2,2,1,4,4,2,3,2,4,1,3,7,4,3,6,4,1,4,1,2,2,2,2,4,3,3,2,3,3,3,1,3,4,2,4
2010,5,86,8,2,2,2,2,4,4,2,3,1,3,2,2,5,4,3,6,2,2,2,2,3,2,3,2,3,2,2,4,3,2,3,1,3,4,2,2
2010,5,86,3,5,3,2,1,6,4,3,3,3,4,3,4,5,6,3,6,4,3,4,3,4,4,3,3,4,4,3,4,3,4,3,1,2,4,1,5
2010,2,88,1,2,2,2,1,3,4,1,1,1,1,1,1,2,5,3,6,3,2,4,1,1,4,4,4,2,2,3,4,1,3,3,1,3,3,2,2
